chr11	68324	51.05
chr11	69693	33.77
chr11	74668	55.86
chr11	83646	47.04
chr11	87040	46.85
chr11	87492	43.65
chr11	91589	44.67
chr11	96511	46.98
chr11	100560	51.05
chr11	101423	48.75
chr11	102446	47.78
chr11	102681	46.08
chr11	108814	48.83
chr11	118017	51.05
chr11	121213	697.64
chr11	132610	44.62
chr11	133621	48.83
chr11	133760	45.46
chr11	133869	45.46
chr11	143482	46.07
chr11	144093	46.99
chr11	146366	92.05
chr11	146368	92.05
chr11	148104	48.83
chr11	153281	84.71
chr11	167070	46.99
chr11	168967	43.88
chr11	172177	51.05
chr11	173682	48.83
chr11	175241	51.05
chr11	176201	73.87
chr11	176397	68.05
chr11	179241	87.98
chr11	179246	86.96
chr11	179259	36.45
chr11	179314	94.04
chr11	179401	157.23
chr11	179688	46.07
chr11	179814	136.01
chr11	179838	83.06
chr11	179865	42.72
chr11	180002	103.05
chr11	180093	99.42
chr11	180116	98.57
chr11	180184	369.83
chr11	180225	1052.46
chr11	180231	449.14
chr11	180235	98.43
chr11	180257	36.96
chr11	180258	454.47
chr11	180283	351.55
chr11	180302	286.86
chr11	180623	76.82
chr11	180644	55.74
chr11	181006	51.05
chr11	187136	43.4
chr11	187164	46.07
chr11	189230	48.84
chr11	189597	48.83
chr11	189629	88.78
chr11	189634	88.78
chr11	189738	81.05
chr11	189750	78.83
chr11	189861	89.72
chr11	189863	89.72
chr11	189886	91.83
chr11	190214	107.46
chr11	190324	86.33
chr11	190377	94.25
chr11	190650	48.83
chr11	190733	41.42
chr11	190761	96.31
chr11	190790	83.26
chr11	192716	47.02
chr11	193194	46.08
chr11	194401	58.51
chr11	195218	51.05
chr11	195982	74.05
chr11	196791	43.81
chr11	197557	51.05
chr11	197724	45.53
chr11	198062	48.83
chr11	199673	48.87
chr11	200785	39.44
chr11	204680	45.43
chr11	207462	182.62
chr11	207465	36.17
chr11	209002	51.05
chr11	209894	321.98
chr11	210657	42.72
chr11	217171	46.98
chr11	219398	130.46
chr11	221659	51.05
chr11	222936	122.83
chr11	223119	103.05
chr11	226186	48.83
chr11	226912	51.05
chr11	227601	76.05
chr11	228775	66.95
chr11	233067	241.61
chr11	233212	45.53
chr11	234102	51.05
chr11	234451	48.87
chr11	235422	47.78
chr11	236091	45.53
chr11	237087	46.07
chr11	237312	51.05
chr11	237602	46.98
chr11	238496	33.76
chr11	243185	137.43
chr11	243211	151.72
chr11	243557	160.69
chr11	243987	156.85
chr11	244106	871.08
chr11	244108	905.51
chr11	244115	947.33
chr11	244129	586.55
chr11	244141	509.44
chr11	244167	859.24
chr11	244171	828.2
chr11	244197	459.89
chr11	244414	586.36
chr11	244490	319.68
chr11	244552	70.64
chr11	245523	48.83
chr11	246370	48.87
chr11	249253	46.07
chr11	250877	43.04
chr11	252231	84.69
chr11	252283	145.86
chr11	252318	46.07
chr11	253072	101.47
chr11	253841	51.05
chr11	253946	164.83
chr11	254010	51.05
chr11	254869	51.05
chr11	256776	46.98
chr11	257230	46.99
chr11	258480	45.53
chr11	258523	73.05
chr11	258542	73.05
chr11	259695	51.05
chr11	260610	107.46
chr11	266147	55.91
chr11	266921	51.05
chr11	269129	47.78
chr11	269147	48.83
chr11	270071	85.84
chr11	270220	46.98
chr11	270715	97.83
chr11	270732	38.87
chr11	270987	85.84
chr11	272199	51.05
chr11	273808	51.05
chr11	279798	51.05
chr11	280000	47.55
chr11	280221	51.05
chr11	280816	183.47
chr11	280817	183.47
chr11	284039	51.05
chr11	284538	136.86
chr11	285038	92.05
chr11	285049	92.05
chr11	285892	88.46
chr11	285920	51.05
chr11	286134	69.98
chr11	286391	51.05
chr11	288115	96.31
chr11	288179	48.83
chr11	290592	51.05
chr11	292887	34.18
chr11	293188	107.82
chr11	293785	41.06
chr11	294512	476.61
chr11	294695	42.72
chr11	295445	48.83
